id,name,area,employer,salary_from,salary_to,salary_currency,published_at,experience,employment,schedule,key_skills,specialization,professional_roles
126031149,Technical support engineer,Астана,Plumsail,1000,,USD,2025-10-07,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
126287376,Инженер по ремонту компьютерного оборудования и принтеров,Астана,Logycom,234000,,KZT,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125462871,Специалист технической поддержки,Астана,ПЕЙНХАНТИНГ,100000,180000,KZT,2025-09-18,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125989084,Системо-техник / IT-специалист,Астана,Strong tea,100000,,KZT,2025-10-07,От 1 года до 3 лет,Частичная занятость,Полный день,,,Специалист технической поддержки
125343248,Специалист технической поддержки (L2),Астана,AnalytixHub,300000,350000,KZT,2025-10-06,Нет опыта,Полная занятость,Сменный график,,,Специалист технической поддержки
125468453,Оператор службы поддержки,Астана,Bilim Land (Bilim Group),250000,250000,KZT,2025-09-18,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126287833,Специалист технической поддержки,Астана,Employcity,,,,2025-10-08,Нет опыта,Полная занятость,Сменный график,,,Специалист технической поддержки
125641330,Специалист по IT,Астана,SignImpress,400000,,KZT,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125592568,ИТ инженер / Специалист технической поддержки пользователей,Астана,NOMAPAY,,,,2025-09-22,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125189033,IT специалист,Астана,QSM Engineering,550000,700000,KZT,2025-09-23,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126168130,Консультант 1С,Астана,Арида-Софт,371838,371838,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125598795,Специалист по AI-ассистентам для мессенджеров и чат-ботов,Астана,МЭД ПРОФИТ ГРУПП,250000,550000,KZT,2025-09-22,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126285356,Старший Эксперт по сопровождению карточных операций (Диспуты),Астана,ForteBank,,,,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125990838,Инженер КИПиА,Астана,ПКФ Атриум,400000,400000,KZT,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125431807,Менеджер департамента информационных технологий,Астана,Корпоративный фонд University Medical Center,300000,,KZT,2025-09-17,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125233076,Менеджер (по сопровождению ИС) департамента информационных технологий,Астана,Корпоративный фонд University Medical Center,300000,,KZT,2025-09-11,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126075561,Support Manager,Астана,Wolt TechnologiesKazakhstan (Вольт Технолоджис Казахстан),,,,2025-10-02,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125276794,Специалист технической поддержки,Астана,PTC Holding,,,,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125939677,Главный Менеджер Департамента технической поддержки,Астана,QazaqOil (PetroRetail),,,,2025-09-30,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126248165,Оператор службы Service Desk (Helpdesk),Астана,RUMA POWER,150000,,KZT,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125289664,Специалист поддержки и координации (HQ),Астана,i7 Technologies,350000,450000,KZT,2025-09-12,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
124534017,IT-специалист (дрон-футбол и поддержка IT-инфраструктуры),Астана,Alpamys school,354000,549000,KZT,2025-09-15,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125639327,Ассистент менеджера по продажам,Астана,"СТ АГРО ГмбХ в Республике Казахстан, Представительство",,,,2025-10-08,Более 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125237402,Технический помощник (IT Support),Астана,MoneyFest International (МаниФест Интернешнл),130000,,KZT,2025-09-11,От 1 года до 3 лет,Частичная занятость,Полный день,,,Специалист технической поддержки
126276090,Специалист CRM Битрикс24 в PRODVIG,Астана,PRODVIG,300000,700000,KZT,2025-10-07,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125757754,Customer Support Specialist,Астана,Mayflower,,,,2025-09-25,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125841255,Главный менеджер Направления сопровождения информационных систем,Астана,ForteBank,,,,2025-09-26,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126001595,Инженер-техник систем безопасности,Астана,Аспект Безопасности,280000,,KZT,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125854357,"Специалист технической поддержки (в офис, L2, 2 линия)",Астана,Employcity,47000,54000,RUR,2025-09-26,От 1 года до 3 лет,Полная занятость,Сменный график,,,Специалист технической поддержки
125112053,Бухгалтер-консультант 1С,Астана,Группа компаний СФЕРА,400000,,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125885372,Инженер технической поддержки,Астана,Pulsar Systems,,,,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125564147,Специалист технической поддержки,Астана,ШАТЕ-М ПЛЮС,440000,,KZT,2025-09-21,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125094954,"Инженер технической поддержки - MikroTik, SNR, Ubiquiti, Cisco, Juniper",Астана,IT Generation,,,,2025-09-09,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125089381,Выездной специалист Службы поддержки,Астана,Домашние телесистемы,300000,450000,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125940732,Специалист по поддержке продаж,Астана,"Beeline, ТМ",,,,2025-09-30,Нет опыта,Полная занятость,Полный день,,,Специалист технической поддержки
125029721,Специалист технической поддержки,Астана,VIONET,200000,,KZT,2025-09-08,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125321587,Customer Support Manager,Астана,G5EN KAZ,,,,2025-09-29,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125253586,"Специалист по работе с операторами, г. Астана",Астана,Медикер,,,,2025-09-12,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125362212,Middle AI implementer / специалист по внедрению ИИ,Астана,Orlanda Engineering OÜ,,,,2025-09-16,От 3 до 6 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
124924717,Начальник Управления сопровождения и технической поддержки Департамента информационных технологий,Астана,Банк Развития Казахстана,,,,2025-10-01,Более 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125851625,Специалист голосовой поддержки со знанием казахского и русского языков,Астана,Яндекс,,,,2025-10-02,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125229156,IT Operations and Support Trainee,Астана,"Epam Kazakhstan (Эпам Казахстан),ТОО",,,,2025-09-11,Нет опыта,Частичная занятость,Полный день,,,Специалист технической поддержки
124533203,Оператор call-центра (службы технической поддержки),Астана,Компания IT-Logistics,150000,,KZT,2025-09-22,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125436582,Руководитель службы технической поддержки,Астана,Elite Business Group,,,,2025-09-19,От 3 до 6 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125572787,Консультант 1С / Аналитик 1С,Астана,SmartFIS,,,,2025-09-22,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
123622990,Инженер Технической поддержки,Астана,KT Cloud Lab,,182000,KZT,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125597870,Technical Support Engineer,Астана,LeverX,,,,2025-09-22,От 3 до 6 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125086794,Сервис-менеджер,Астана,«Контроль Техники»,200000,,KZT,2025-09-15,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125401386,Менеджер по работе с клиентами (Customer Success Manager),Астана,DauInvest,250000,300000,KZT,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125611395,Специалист поддержки отдела продаж,Астана,Орион Система,250000,,KZT,2025-09-22,Нет опыта,Полная занятость,Полный день,,,Специалист технической поддержки
125205255,Старший специалист Service Desk,Астана,Bilim Land (Bilim Group),,,,2025-09-11,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125184132,IT специалист,Астана,TS Property Management,,,,2025-10-08,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126161567,Специалист по технической документации и операционной поддержке,Атырау,ПЕТРОСЁРВ КАСПИАН,,,,2025-10-06,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
126223154,Технический специалист / Инженер,Атырау,Автомотив Ассистанс Альянс,250000,,KZT,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126075081,Специалист службы поддержки (со знанием казахского языка),Атырау,Яндекс,,,,2025-10-02,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125858221,Специалист технической поддержки,Атырау,(КАБАШЕВА ГУЛЬНАРА МАКСУТОВНА) Смарт системы,150000,250000,KZT,2025-09-27,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125858267,ИТ-специалист,Атырау,(КАБАШЕВА ГУЛЬНАРА МАКСУТОВНА) Смарт системы,200000,400000,KZT,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126185672,Специалист техподдержки,Караганда,Arbuz Group (Арбуз Груп),,,,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126100729,Специалист технической поддержки,Караганда,Кафе Софт Сервис,250000,,KZT,2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126223153,Технический специалист / Инженер,Караганда,Автомотив Ассистанс Альянс,250000,,KZT,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125832787,Специалист технической поддержки,Караганда,IT MAXIMA,,350000,KZT,2025-09-26,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125993069,Специалист по внедрению и сопровождению CRM,Караганда,ГРИБАНОВА Ю.С.,,,,2025-10-01,От 1 года до 3 лет,Проектная работа,Удаленная работа,,,Специалист технической поддержки
125576473,Специалист поддержки пользователей,Караганда,WOOPPAY,170000,,KZT,2025-09-22,Нет опыта,Полная занятость,Гибкий график,,,Специалист технической поддержки
126036800,Специалист на участок поддержки информационных систем пользователей,Караганда,АК Алтыналмас,,,,2025-10-02,От 1 года до 3 лет,Полная занятость,Вахтовый метод,,,Специалист технической поддержки
124135802,Специалист по сопровождению информационных систем и видеонаблюдения,Караганда,Амаnaт-Ломбард,350000,,KZT,2025-09-17,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125366979,Специалист службы поддержки,Караганда,ЦИТ Орлеу,180000,,KZT,2025-09-16,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125293071,Специалист службы поддержки в Яндекс.Такси со знанием английского и русского языков,Караганда,Яндекс,,,,2025-09-13,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125036634,Специалист технической поддержки,Караганда,Sary-Arka Copper Processing,,,,2025-09-08,От 1 года до 3 лет,Полная занятость,Вахтовый метод,,,Специалист технической поддержки
125140152,Специалист технической поддержки,Караганда,ARCADA,260000,,KZT,2025-09-10,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125851627,Специалист голосовой поддержки со знанием казахского и русского языков,Караганда,Яндекс,,,,2025-10-02,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
126075078,Специалист службы поддержки (со знанием казахского языка),Караганда,Яндекс,,,,2025-10-02,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125229159,IT Operations and Support Trainee,Караганда,"Epam Kazakhstan (Эпам Казахстан),ТОО",,,,2025-09-11,Нет опыта,Частичная занятость,Полный день,,,Специалист технической поддержки
123447053,Специалист службы поддержки экстренных обращений на казахском и русском языках,Кокшетау,Яндекс,,,,2025-09-24,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125972879,IT-специалист,Костанай,Инструмент,300000,350000,KZT,2025-09-30,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125519385,Системный администратор / специалист тех поддержки,Костанай,Скайлинк,50000,50000,KZT,2025-09-19,От 3 до 6 лет,Частичная занятость,Полный день,,,Специалист технической поддержки
126290600,Senior IT specialist,Костанай,Филиал Общества с ограниченной ответственностью ГЛОВИС РУС в Республике Казахстан в городе Алматы,,,,2025-10-08,Более 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125380792,Специалист технической поддержки,Костанай,Олжа Агро,,,,2025-09-16,Нет опыта,Полная занятость,Полный день,,,Специалист технической поддержки
125229161,IT Operations and Support Trainee,Костанай,"Epam Kazakhstan (Эпам Казахстан),ТОО",,,,2025-09-11,Нет опыта,Частичная занятость,Полный день,,,Специалист технической поддержки
125851628,Специалист голосовой поддержки со знанием казахского и русского языков,Костанай,Яндекс,,,,2025-10-03,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
124253071,Менеджер технической поддержки,Костанай,QazaqOil (PetroRetail),198720,289440,KZT,2025-09-16,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126065886,Инженер технической поддержки (сервисный инженер),Кызылорда,«TechnoPlus Ltd» (ТехноПлюс Лтд),,,,2025-10-05,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125851626,Специалист голосовой поддержки со знанием казахского и русского языков,Кызылорда,Яндекс,,,,2025-10-03,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125659516,Инженер технической поддержки IIKO,Павлодар,Интермакс,150000,300000,KZT,2025-09-23,Нет опыта,Полная занятость,Полный день,,,Специалист технической поддержки
125851630,Специалист голосовой поддержки со знанием казахского и русского языков,Павлодар,Яндекс,,,,2025-10-03,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125229162,IT Operations and Support Trainee,Павлодар,"Epam Kazakhstan (Эпам Казахстан),ТОО",,,,2025-09-11,Нет опыта,Частичная занятость,Полный день,,,Специалист технической поддержки
126075082,Специалист службы поддержки (со знанием казахского языка),Павлодар,Яндекс,,,,2025-10-02,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125469446,ИТ-специалист/инженер ИТ,Петропавловск,ПРОМГАЗ,220000,240000,KZT,2025-09-18,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126287467,Специалист по внедрению и сопровождению,Петропавловск,Trust Technologies,,,,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125995891,Инженер Технической поддержки,Петропавловск,KT Cloud Lab,,168000,KZT,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125460127,Специалист технической поддержки (1С),Петропавловск,ЭДВАНС.KZ,150000,300000,KZT,2025-09-18,Нет опыта,Полная занятость,Полный день,,,Специалист технической поддержки
125459893,Специалист по сопровождению 1С,Петропавловск,ЭДВАНС.KZ,250000,500000,KZT,2025-09-18,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
124201811,Специалист по поддержке продаж,Петропавловск,"Beeline, ТМ",,,,2025-09-18,Нет опыта,Полная занятость,Полный день,,,Специалист технической поддержки
124752373,Инженер технической поддержки,Семей,ЭЙКОС,300000,350000,KZT,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125851619,Специалист голосовой поддержки со знанием казахского и русского языков,Семей,Яндекс,,,,2025-10-03,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125229163,IT Operations and Support Trainee,Семей,"Epam Kazakhstan (Эпам Казахстан),ТОО",,,,2025-09-11,Нет опыта,Частичная занятость,Полный день,,,Специалист технической поддержки
122036890,Специалист службы поддержки экстренных обращений на казахском и русском языках,Семей,Яндекс,,,,2025-09-24,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
126301983,Техник по слаботочным системам,Степногорск,TANSU CONSTRUCTION,450000,500000,KZT,2025-10-08,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125851629,Специалист голосовой поддержки со знанием казахского и русского языков,Талдыкорган,Яндекс,,,,2025-10-03,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
124285260,Специалист службы поддержки экстренных обращений на казахском и русском языках,Талдыкорган,Яндекс,,,,2025-09-24,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
126171477,Ведущий специалист по сервисно-техническому обслуживанию и ремонту оборудования,Тараз,Центральная диспетчерская служба,308000,,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125566847,IT специалист,Тараз,Корпоративные перевозки и решения,500000,700000,KZT,2025-09-21,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125897189,Старший IT-специалист,Тараз,Golden Compass Jambul,500000,500000,KZT,2025-09-29,От 3 до 6 лет,Полная занятость,Вахтовый метод,,,Специалист технической поддержки
126073839,Специалист службы поддержки,Тараз,Finlead Team,35000,40000,RUR,2025-10-02,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
126075080,Специалист службы поддержки (со знанием казахского языка),Тараз,Яндекс,,,,2025-10-02,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125229164,IT Operations and Support Trainee,Тараз,"Epam Kazakhstan (Эпам Казахстан),ТОО",,,,2025-09-11,Нет опыта,Частичная занятость,Полный день,,,Специалист технической поддержки
125851624,Специалист голосовой поддержки со знанием казахского и русского языков,Тараз,Яндекс,,,,2025-10-02,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125293048,Специалист службы поддержки в Яндекс.Такси со знанием английского и русского языков,Тараз,Яндекс,,,,2025-09-13,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125329808,Специалист службы поддержки экстренных обращений на казахском и русском языках,Тараз,Яндекс,,,,2025-10-02,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
123447056,Специалист службы поддержки экстренных обращений на казахском и русском языках,Темиртау,Яндекс,,,,2025-09-24,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
126155486,Инженер технической поддержки,Уральск,ЭЙКОС,250000,320000,KZT,2025-10-06,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125380503,Системотехник/IT-специалист,Уральск,Logitex,,,,2025-09-16,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125654615,IT Специалист,Уральск,Кипер.KZ,,200000,KZT,2025-09-23,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125851622,Специалист голосовой поддержки со знанием казахского и русского языков,Уральск,Яндекс,,,,2025-10-02,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125994996,"Инженер по обслуживанию сетей передачи данных Отдел технической поддержки ЦСП, г.Актобе",Уральск,Казахтелеком,,,,2025-10-01,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125683231,IT менеджер,Усть-Каменогорск,Астана Агропартнер,450000,600000,KZT,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125851621,Специалист голосовой поддержки со знанием казахского и русского языков,Усть-Каменогорск,Яндекс,,,,2025-10-02,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
122714953,Специалист технической поддержки,Усть-Каменогорск,Алма Телекоммуникейшнс Казахстан (almaPLUS),,170000,KZT,2025-10-03,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125681999,Ведущий специалист по карточному оборудованию,Усть-Каменогорск,Банк ЦентрКредит,,,,2025-09-24,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125387779,Системотехник/специалист технической поддержки,Усть-Каменогорск,Сей-Нар,,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125229165,IT Operations and Support Trainee,Усть-Каменогорск,"Epam Kazakhstan (Эпам Казахстан),ТОО",,,,2025-09-11,Нет опыта,Частичная занятость,Полный день,,,Специалист технической поддержки
125018106,Инженер технической поддержки IT,Шымкент,Авиакомпания SCAT,,,,2025-09-08,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126223155,Технический специалист / Инженер,Шымкент,Автомотив Ассистанс Альянс,250000,,KZT,2025-10-07,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126220304,Менеджер по картам в Департамент Online Bank,Шымкент,АО «Freedom Bank Kazakhstan»,,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
126009783,Специалист IT отдела,Шымкент,Кипер.KZ,120000,250000,KZT,2025-10-01,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125441613,Специалист по внедрению и сопровождению информационных систем,Шымкент,Филиал Акционерного общества АКГЮН (КОМПЬЮТЕРНОЕ ПРОГРАММИРОВАНИЕ КОММЕРЧЕСКАЯ ФИРМА) в РК,,,,2025-09-17,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125622400,IT Специалист,Шымкент,Ваш Домофон,250000,400000,KZT,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
123985839,Менеджер по продажам IT / Ассистент руководителя,Шымкент,BINTEL,90000,,KZT,2025-09-12,Нет опыта,Полная занятость,Полный день,,,Специалист технической поддержки
125895300,Специалист поддержки на узбекском языке,Шымкент,KZ-SPORTS,300000,370000,KZT,2025-10-05,Нет опыта,Полная занятость,Сменный график,,,Специалист технической поддержки
126075076,Специалист службы поддержки (со знанием казахского языка),Шымкент,Яндекс,,,,2025-10-02,От 1 года до 3 лет,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125744884,Специалист технической поддержки,Шымкент,UM System Group,160000,250000,KZT,2025-09-25,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
124553942,Сервисный инженер медицинского лабораторного оборудования,Шымкент,SMLAB,,,,2025-09-10,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125851623,Специалист голосовой поддержки со знанием казахского и русского языков,Шымкент,Яндекс,,,,2025-10-03,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125441627,Специалист технической поддержки (Инженер-конструктор),Шымкент,Завод Триумф М.М.С,300000,,KZT,2025-10-05,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
125292987,Специалист службы поддержки в Яндекс.Такси со знанием английского и русского языков,Шымкент,Яндекс,,,,2025-09-13,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125229166,IT Operations and Support Trainee,Шымкент,"Epam Kazakhstan (Эпам Казахстан),ТОО",,,,2025-09-11,Нет опыта,Частичная занятость,Полный день,,,Специалист технической поддержки
126065799,Мастер участка (техническая поддержка и подключение клиентов),Шымкент,Freedom Telecom Operations,,,,2025-10-02,От 3 до 6 лет,Полная занятость,Полный день,,,Специалист технической поддержки
124839129,Технический специалист,Шымкент,Сен-Гобен,,,,2025-09-29,От 1 года до 3 лет,Полная занятость,Полный день,,,Специалист технической поддержки
124285263,Специалист службы поддержки экстренных обращений на казахском и русском языках,Шымкент,Яндекс,,,,2025-09-24,Нет опыта,Полная занятость,Удаленная работа,,,Специалист технической поддержки
125277933,Business Planning Analyst,Актау,FIRCaspian,,,,2025-09-12,Более 6 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
126258129,Аналитик баз данных,Алматы,ioka fintech,,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
126243524,Data Analyst,Алматы,"Beeline, ТМ",,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
126181963,Junior Oracle SQL разработчик,Алматы,Банк ЦентрКредит,,,,2025-10-06,Нет опыта,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
125531958,Аналитик данных / Data Analyst,Алматы,Recrutoman,1000000,,KZT,2025-09-26,От 3 до 6 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
125399263,Помощник аналитика (стажёр),Алматы,Sensata Group,,,,2025-09-16,Нет опыта,Частичная занятость,Полный день,,,"BI-аналитик, аналитик данных"
126219193,"Программист/разработчик Oracle (PL/SQL, Apex)",Алматы,Компания по страхованию жизни Евразия,,,,2025-10-07,От 1 года до 3 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
126109064,"International Trading & Business development in Central Asia (Steel, Resource, Bio-Chemical, Grai",Алматы,Филиал Акционерного общества POSCO INTERNATIONAL CORPORATION (ПОСКО ИНТЕРНЭШНЛ КОРПОРЭЙШН) в городе Алматы,,,,2025-10-03,От 3 до 6 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
125078791,BI-аналитик,Алматы,WOOPPAY,,600000,KZT,2025-09-09,От 1 года до 3 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
126120476,Data Analyst,Алматы,MDFIN Corporate Ltd,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Удаленная работа,,,"BI-аналитик, аналитик данных"
125966089,Аналитик данных,Алматы,4FINANCE DIGITAL KZ,650000,,KZT,2025-09-30,От 3 до 6 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
126018353,Data Analyst (Направление внедрения и развития Data driven),Алматы,Банк ЦентрКредит,,,,2025-10-01,От 1 года до 3 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
126157684,Business analyst Big Data,Алматы,Kcell,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
126161817,Product Strategy & Analytics Manager,Алматы,FUN&SUN,,,,2025-10-06,От 3 до 6 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
125403612,Junior Аналитик,Алматы,Magnum E-commerce Kazakhstan,,,,2025-09-16,От 1 года до 3 лет,Полная занятость,Полный день,,,"BI-аналитик, аналитик данных"
125904120,Intern in Research & Development (Python / SQL / Web) / Стажёр в отдел исследований и разработок,Алматы,DASM Group of companies (MEGA DEVELOPMENT),,,,2025-10-05,Нет опыта,Частичная занятость,Удаленная работа,,,"BI-аналитик, аналитик данных"
